Brain network from Boas2014 image stack via Amira HxSpatialGraph
610 610 660 box dimensions in microns
32 32 32 number of tissue points in x,y,z directions
10	outer bound distance
100	max. segment length
6		maximum number of segments per node
4870	total number of segments
SegName Type StartNode EndNode Diam   Flow[nl/min]    Hd
7686 5 2229 2146 7.351738 0.000000 0.400000
7688 5 2127 2255 7.919107 0.000000 0.400000
7690 5 2207 2256 4.000000 0.000000 0.400000
7692 5 2207 2257 4.000000 0.000000 0.400000
7694 5 2233 10009 6.483540 0.000000 0.400000
7695 5 10009 1945 6.483540 0.000000 0.400000
7697 5 2233 2258 5.933161 0.000000 0.400000
7699 5 2238 2259 5.354997 0.000000 0.400000
7701 5 2078 10016 6.018034 0.000000 0.400000
7702 5 10016 1952 6.018034 0.000000 0.400000
7704 5 2103 2248 7.813487 0.000000 0.400000
7706 5 2157 2260 7.481115 0.000000 0.400000
7708 5 2242 2261 5.677685 0.000000 0.400000
7710 5 1925 10025 4.534856 0.000000 0.400000
7711 5 10025 10026 4.534856 0.000000 0.400000
7712 5 10026 2262 4.534856 0.000000 0.400000
7714 5 2228 2263 4.000000 0.000000 0.400000
7716 5 2228 2263 6.770001 0.000000 0.400000
7718 5 2165 2235 10.313312 0.000000 0.400000
7720 5 2124 2264 8.401206 0.000000 0.400000
7722 5 2204 2265 7.052045 0.000000 0.400000
7724 5 2204 10039 5.141317 0.000000 0.400000
7725 5 10039 2266 5.141317 0.000000 0.400000
7727 5 2230 2265 7.139944 0.000000 0.400000
7729 5 2249 10044 5.952590 0.000000 0.400000
7730 5 10044 2245 5.952590 0.000000 0.400000
7732 5 2249 2267 4.000000 0.000000 0.400000
7734 5 2191 2268 4.971433 0.000000 0.400000
7736 5 2191 2011 6.463006 0.000000 0.400000
7738 5 2236 2237 8.037545 0.000000 0.400000
7740 5 2236 2269 6.569971 0.000000 0.400000
7742 5 2103 10057 7.724863 0.000000 0.400000
7743 5 10057 2271 7.724863 0.000000 0.400000
7745 5 1904 2158 4.808113 0.000000 0.400000
7747 5 2272 10062 4.061550 0.000000 0.400000
7748 5 10062 2273 4.061550 0.000000 0.400000
7750 5 2263 2274 7.629631 0.000000 0.400000
7752 5 2243 2275 6.641147 0.000000 0.400000
7754 5 2192 2276 6.408825 0.000000 0.400000
7756 5 2192 2277 7.143044 0.000000 0.400000
7758 5 2171 2217 6.633896 0.000000 0.400000
7760 5 2171 2012 6.648463 0.000000 0.400000
7762 5 2232 10077 5.086443 0.000000 0.400000
7763 5 10077 2278 5.086443 0.000000 0.400000
7765 5 2259 2270 5.202773 0.000000 0.400000
7767 5 1988 2279 6.967567 0.000000 0.400000
7769 5 2248 2280 6.078106 0.000000 0.400000
7771 5 1880 2159 8.538076 0.000000 0.400000
7773 5 2227 2281 6.223388 0.000000 0.400000
7775 5 2262 10090 4.616320 0.000000 0.400000
7776 5 10090 2282 4.616320 0.000000 0.400000
7778 5 2241 2283 7.230668 0.000000 0.400000
7780 5 2244 2186 5.752635 0.000000 0.400000
7782 5 2101 10097 5.119794 0.000000 0.400000
7783 5 10097 10098 5.119794 0.000000 0.400000
7784 5 10098 2284 5.119794 0.000000 0.400000
7786 5 2206 10101 4.752162 0.000000 0.400000
7787 5 10101 2285 4.752162 0.000000 0.400000
7789 5 2286 10104 6.096754 0.000000 0.400000
7790 5 10104 2245 6.096754 0.000000 0.400000
7792 5 2286 2276 7.895205 0.000000 0.400000
7794 5 2286 10109 6.816675 0.000000 0.400000
7795 5 10109 2287 6.816675 0.000000 0.400000
7797 5 2232 2288 7.243458 0.000000 0.400000
7799 5 1998 2289 5.523434 0.000000 0.400000
7801 5 2240 2281 9.784424 0.000000 0.400000
7803 5 2274 2275 9.610085 0.000000 0.400000
7805 5 2213 2264 11.899948 0.000000 0.400000
7807 5 2237 2077 10.632228 0.000000 0.400000
7809 5 2172 1834 5.209631 0.000000 0.400000
7811 5 1596 2112 6.362899 0.000000 0.400000
7813 5 2211 2280 5.838257 0.000000 0.400000
7815 5 2145 2290 6.020355 0.000000 0.400000
7817 5 2145 2283 7.021477 0.000000 0.400000
7819 5 2275 2186 7.041790 0.000000 0.400000
7821 5 2246 2247 4.000000 0.000000 0.400000
7823 5 2246 2291 7.668844 0.000000 0.400000
7825 5 2292 10140 5.761450 0.000000 0.400000
7826 5 10140 2293 5.761450 0.000000 0.400000
7828 5 2292 2260 6.317672 0.000000 0.400000
7830 5 2292 2260 4.466796 0.000000 0.400000
7832 5 2294 10147 6.208323 0.000000 0.400000
7833 5 10147 2295 6.208323 0.000000 0.400000
7835 5 2294 2296 4.646526 0.000000 0.400000
7837 5 2264 2203 11.205888 0.000000 0.400000
7839 5 2277 2287 10.962607 0.000000 0.400000
7841 5 2277 2190 11.982890 0.000000 0.400000
7843 5 2011 2291 6.933066 0.000000 0.400000
7845 5 2291 2298 6.214963 0.000000 0.400000
7847 5 2279 2299 6.239806 0.000000 0.400000
7849 5 2279 2300 8.462201 0.000000 0.400000
7851 5 2289 2209 6.760827 0.000000 0.400000
7853 5 2239 2289 8.197747 0.000000 0.400000
7855 5 2239 2301 5.698331 0.000000 0.400000
7857 5 2158 10172 5.019138 0.000000 0.400000
7858 5 10172 1952 5.019138 0.000000 0.400000
7860 5 2190 10175 7.691468 0.000000 0.400000
7861 5 10175 2268 7.691468 0.000000 0.400000
7863 5 2256 2302 4.000000 0.000000 0.400000
7865 5 2289 2209 4.008726 0.000000 0.400000
7867 5 2196 2303 7.894110 0.000000 0.400000
7869 5 2290 10184 6.122654 0.000000 0.400000
7870 5 10184 2304 6.122654 0.000000 0.400000
7872 5 2261 10187 6.117432 0.000000 0.400000
7873 5 10187 2305 6.117432 0.000000 0.400000
7875 5 2020 2125 7.436250 0.000000 0.400000
7877 5 2203 2306 10.313312 0.000000 0.400000
7879 5 2254 10194 5.764125 0.000000 0.400000
7880 5 10194 2307 5.764125 0.000000 0.400000
7882 5 2254 2308 6.071950 0.000000 0.400000
7884 5 1834 10199 4.792357 0.000000 0.400000
7885 5 10199 2269 4.792357 0.000000 0.400000
7887 5 2270 2299 5.334163 0.000000 0.400000
7889 5 2300 10204 4.991148 0.000000 0.400000
7890 5 10204 2250 4.991148 0.000000 0.400000
7892 5 2300 2173 6.255258 0.000000 0.400000
7894 5 2303 10209 5.814288 0.000000 0.400000
7895 5 10209 2301 5.814288 0.000000 0.400000
7897 5 2303 2293 6.122309 0.000000 0.400000
7899 5 2017 10214 6.212828 0.000000 0.400000
7900 5 10214 2309 6.212828 0.000000 0.400000
7902 5 2287 2297 6.723447 0.000000 0.400000
7904 5 2231 10219 6.167160 0.000000 0.400000
7905 5 10219 2267 6.167160 0.000000 0.400000
7907 5 2231 2308 10.094304 0.000000 0.400000
7909 5 2217 2298 6.789702 0.000000 0.400000
7911 5 2093 2268 5.501836 0.000000 0.400000
7913 5 2258 1300 6.404140 0.000000 0.400000
7915 5 2288 2104 8.936556 0.000000 0.400000
7917 5 2112 10232 5.144829 0.000000 0.400000
7918 5 10232 2269 5.144829 0.000000 0.400000
7920 5 2250 2301 5.871707 0.000000 0.400000
7922 5 2162 10237 6.029217 0.000000 0.400000
7923 5 10237 2310 6.029217 0.000000 0.400000
7925 5 2125 2266 7.949167 0.000000 0.400000
7927 5 2255 2308 6.972339 0.000000 0.400000
7929 5 2255 2311 7.734985 0.000000 0.400000
7931 5 1914 2295 6.582114 0.000000 0.400000
7933 5 2306 10248 6.325252 0.000000 0.400000
7934 5 10248 10249 6.325252 0.000000 0.400000
7935 5 10249 1408 6.325252 0.000000 0.400000
7937 5 2306 2266 9.784396 0.000000 0.400000
7939 5 2311 10254 6.025387 0.000000 0.400000
7940 5 10254 2312 6.025387 0.000000 0.400000
7942 5 2297 2257 5.908155 0.000000 0.400000
7944 5 2257 2302 5.957697 0.000000 0.400000
7946 5 1300 2285 7.150355 0.000000 0.400000
7948 5 1300 2313 4.002854 0.000000 0.400000
7950 5 2253 2309 6.873140 0.000000 0.400000
7952 5 2298 2247 5.727866 0.000000 0.400000
7954 5 2296 2295 7.627489 0.000000 0.400000
7956 5 2282 2314 4.000000 0.000000 0.400000
7958 5 2302 10273 5.666554 0.000000 0.400000
7959 5 10273 10274 5.666554 0.000000 0.400000
7960 5 10274 2267 5.666554 0.000000 0.400000
7962 5 2314 2234 4.000000 0.000000 0.400000
7964 5 2285 2313 4.000000 0.000000 0.400000
4088	  number of nodes - node 2066 removed
Name    x       y       z
1 129.710007 454.580017 30.000000
2 172.550003 606.899963 24.000000
3 258.229980 598.569946 44.000000
4 79.730003 566.440002 12.000000
5 70.209999 514.079956 44.000000
6 84.490005 585.479980 78.000000
7 48.790001 608.089966 12.000000
8 48.790001 525.979980 102.000000
9 335.580017 518.839966 22.000000
10 345.099976 580.719971 24.000000
11 346.289978 505.749939 28.000000
12 405.789978 556.919983 28.000000
13 203.489990 362.950012 24.000000
14 170.169998 380.799988 28.000000
15 301.070007 274.890015 42.000000
16 233.240005 396.269958 74.000000
17 345.099976 568.819946 36.000000
18 153.509995 585.479980 28.000000
19 168.980011 384.369995 26.000000
20 123.759995 402.219971 28.000000
21 166.599991 420.070007 42.000000
22 90.440002 298.690002 42.000000
23 104.720001 398.649963 36.000000
24 401.030029 545.020020 30.000000
25 429.590027 564.059998 32.000000
26 148.750000 581.909973 28.000000
27 91.630005 499.799988 38.000000
28 146.369995 596.190002 56.000000
29 201.110016 277.270020 32.000000
30 132.089996 452.200012 32.000000
31 348.669983 420.070007 32.000000
32 332.010010 422.450012 30.000000
33 255.849991 439.109985 44.000000
34 345.099976 522.409973 134.000000
35 360.570007 499.799988 58.000000
36 397.460022 547.399963 54.000000
37 447.440002 584.289978 30.000000
38 477.190002 512.889954 32.000000
39 505.749939 608.089966 30.000000
40 503.369995 560.489990 54.000000
41 268.940002 247.520004 48.000000
42 197.539993 278.460022 34.000000
43 383.179993 404.599976 36.000000
44 173.739990 442.679993 34.000000
45 80.919998 476.000000 44.000000
46 459.340027 479.569946 36.000000
47 429.590027 561.679993 32.000000
48 431.969971 552.159973 42.000000
49 437.920044 572.389954 38.000000
50 191.589996 259.419983 42.000000
51 104.720001 259.419983 44.000000
52 198.730011 272.510010 40.000000
53 347.479980 423.639954 62.000000
54 481.950012 514.079956 52.000000
55 97.580002 330.820007 144.000000
56 82.110001 454.580017 54.000000
57 448.630005 403.410034 38.000000
58 168.980011 428.399963 42.000000
59 83.300003 508.130005 36.000000
60 77.350006 511.700012 42.000000
61 274.890015 523.599976 74.000000
62 349.859985 566.440002 68.000000
63 196.349991 265.369995 50.000000
64 503.369995 379.609985 52.000000
65 446.250000 404.599976 60.000000
66 402.219971 361.760010 100.000000
67 461.719971 468.859985 50.000000
68 84.490005 487.899963 40.000000
69 536.690002 505.749939 38.000000
70 525.979980 502.179993 40.000000
71 561.679993 431.969971 46.000000
72 539.069946 511.700012 40.000000
73 435.539978 559.299988 56.000000
74 201.110016 270.130005 48.000000
75 61.880005 291.549988 40.000000
76 61.880005 282.030029 42.000000
77 55.930000 291.549988 46.000000
78 178.500000 465.289978 40.000000
79 82.110001 484.329956 42.000000
80 478.380005 381.989990 136.000000
81 577.149963 545.020020 40.000000
82 583.099976 533.119995 42.000000
83 593.809998 546.209961 42.000000
84 580.719971 554.539978 40.000000
85 570.010010 575.959961 46.000000
86 177.309998 235.620010 44.000000
87 57.120003 279.649963 42.000000
88 94.009995 255.849991 46.000000
89 163.029999 412.929993 76.000000
90 16.660000 435.539978 46.000000
91 596.190002 466.479980 68.000000
92 147.559998 190.400009 54.000000
93 305.830017 272.510010 50.000000
94 52.360001 278.460022 48.000000
95 346.289978 289.169983 44.000000
96 405.789978 207.059998 68.000000
97 330.820007 352.239990 64.000000
98 346.289978 289.169983 54.000000
99 89.249992 298.690002 54.000000
100 101.150009 309.399963 58.000000
101 264.179993 435.539978 52.000000
102 197.539993 136.849991 54.000000
103 88.060005 248.710007 70.000000
104 40.459999 277.270020 46.000000
105 7.140003 236.809982 56.000000
106 42.840004 289.169983 46.000000
107 436.729980 317.729980 46.000000
108 417.690002 218.960007 58.000000
109 439.109985 318.919983 46.000000
110 435.539978 324.869995 60.000000
111 508.130005 326.059998 48.000000
112 580.719971 397.460022 48.000000
113 556.919983 428.399963 70.000000
114 80.919998 467.670044 54.000000
115 528.359985 499.799988 58.000000
116 264.179993 584.289978 86.000000
117 309.399963 264.179993 50.000000
118 276.080017 247.520004 76.000000
119 198.730011 270.130005 58.000000
120 564.059998 373.660034 50.000000
121 570.010010 387.940002 48.000000
122 565.249939 558.109985 98.000000
123 274.890015 195.160004 50.000000
124 204.680008 126.139999 56.000000
125 303.450012 207.059998 52.000000
126 277.270020 196.349991 74.000000
127 342.719971 287.979980 66.000000
128 508.130005 323.679993 70.000000
129 556.919983 245.139999 66.000000
130 442.679993 408.169983 66.000000
131 460.529968 466.479980 64.000000
132 330.820007 159.460007 110.000000
133 316.539978 251.090012 52.000000
134 340.340027 201.110016 86.000000
135 252.280014 265.369995 106.000000
136 108.290009 122.570007 64.000000
137 486.709961 247.520004 54.000000
138 477.190002 283.219971 66.000000
139 40.459999 305.830017 88.000000
140 253.469986 333.200012 70.000000
141 533.119995 384.369995 114.000000
142 298.690002 421.260010 136.000000
143 471.239990 505.749939 70.000000
144 502.179993 549.779968 60.000000
145 416.500000 534.309998 64.000000
146 405.789978 598.569946 62.000000
147 134.470001 45.220001 72.000000
148 69.019997 146.369995 60.000000
149 152.320007 195.160004 80.000000
150 2.380001 172.550003 74.000000
151 418.880005 193.969986 60.000000
152 511.700012 173.739990 74.000000
153 503.369995 566.440002 60.000000
154 416.500000 196.349991 60.000000
155 198.730011 276.080017 68.000000
156 168.980011 396.269958 140.000000
157 387.940002 443.869995 58.000000
158 402.219971 490.279968 72.000000
159 401.030029 441.489990 88.000000
160 374.849976 402.219971 132.000000
161 370.090027 506.940002 82.000000
162 535.499939 459.340027 96.000000
163 545.020020 558.109985 92.000000
164 435.539978 553.349976 68.000000
165 69.019997 110.669998 66.000000
166 72.590004 152.320007 66.000000
167 421.260010 183.259995 70.000000
168 434.349976 326.059998 64.000000
169 446.250000 401.030029 68.000000
170 500.989990 524.789978 116.000000
171 147.559998 606.899963 88.000000
172 337.960022 420.070007 74.000000
173 203.489990 542.639954 64.000000
174 403.410034 594.999939 78.000000
175 105.910004 120.190002 66.000000
176 159.460007 121.380005 72.000000
177 405.789978 317.729980 64.000000
178 359.380005 320.109985 78.000000
179 391.510010 293.929993 74.000000
180 454.580017 296.309998 72.000000
181 332.010010 351.049988 70.000000
182 314.160034 379.609985 72.000000
183 405.789978 518.839966 74.000000
184 216.580002 529.549988 72.000000
185 222.530014 567.630005 78.000000
186 102.339996 117.809998 74.000000
187 90.440002 195.160004 104.000000
188 574.770020 191.589996 76.000000
189 553.349976 257.039978 86.000000
190 466.479980 455.770020 92.000000
191 453.389954 467.670044 160.000000
192 34.510002 28.560005 88.000000
193 65.449997 154.699997 90.000000
194 189.210007 285.599976 72.000000
195 211.820007 278.460022 108.000000
196 483.139954 341.530029 96.000000
197 139.230011 286.789978 68.000000
198 141.610001 279.649963 78.000000
199 151.130005 292.739990 78.000000
200 409.359985 445.059998 68.000000
201 409.359985 440.299988 72.000000
202 403.410034 473.619995 86.000000
203 574.770020 439.109985 72.000000
204 592.619995 467.670044 78.000000
205 429.590027 153.509995 78.000000
206 421.260010 183.259995 74.000000
207 404.599976 215.389999 110.000000
208 83.300003 247.520004 70.000000
209 36.890007 220.149994 104.000000
210 126.139999 251.090012 70.000000
211 98.770004 255.849991 82.000000
212 168.980011 245.139999 120.000000
213 95.199997 198.730011 100.000000
214 323.679993 339.149963 70.000000
215 248.710007 345.099976 106.000000
216 329.630005 348.669983 72.000000
217 336.769958 351.049988 80.000000
218 456.959961 390.320007 78.000000
219 505.749939 401.030029 162.000000
220 274.890015 548.589966 70.000000
221 335.580017 565.249939 108.000000
222 268.940002 535.499939 76.000000
223 435.539978 550.969971 92.000000
224 346.289978 571.200012 106.000000
225 64.260002 14.280003 80.000000
226 159.460007 30.940002 86.000000
227 154.699997 88.060005 100.000000
228 163.029999 126.139999 74.000000
229 91.630005 257.039978 76.000000
230 151.130005 279.649963 82.000000
231 173.739990 323.679993 76.000000
232 412.929993 286.789978 88.000000
233 515.270020 318.919983 76.000000
234 327.250000 336.769958 74.000000
235 329.630005 339.149963 80.000000
236 608.089966 370.090027 124.000000
237 512.889954 491.469971 128.000000
238 220.149994 503.369995 90.000000
239 264.179993 533.119995 72.000000
240 276.080017 481.950012 80.000000
241 193.969986 108.290009 192.000000
242 545.020020 101.150009 96.000000
243 505.749939 174.929993 94.000000
244 423.639954 186.830002 94.000000
245 421.260010 184.449997 90.000000
246 267.750000 165.409988 98.000000
247 240.379990 198.730011 76.000000
248 253.469986 345.099976 116.000000
249 232.050003 474.809998 118.000000
250 409.359985 435.539978 108.000000
251 604.520020 474.809998 102.000000
252 105.910004 101.150009 96.000000
253 298.690002 124.949997 76.000000
254 334.390015 115.429993 80.000000
255 254.660019 52.360001 78.000000
256 283.219971 133.279999 118.000000
257 166.599991 132.089996 112.000000
258 593.809998 202.300003 76.000000
259 566.440002 130.900009 94.000000
260 202.300003 188.020004 106.000000
261 317.729980 191.589996 122.000000
262 217.770004 215.389999 118.000000
263 97.580002 258.229980 82.000000
264 537.880005 287.979980 130.000000
265 531.929993 265.369995 84.000000
266 151.130005 328.440002 78.000000
267 179.690002 336.769958 108.000000
268 138.040009 478.380005 108.000000
269 180.880005 454.580017 114.000000
270 401.030029 525.979980 100.000000
271 272.510010 490.279968 94.000000
272 242.759995 49.980003 80.000000
273 374.849976 110.669998 80.000000
274 377.229980 141.610001 110.000000
275 405.789978 74.970001 92.000000
276 442.679993 120.190002 86.000000
277 238.000015 192.779999 92.000000
278 589.049988 204.680008 110.000000
279 223.719986 353.429993 182.000000
280 195.160004 393.890015 144.000000
281 35.699997 329.630005 78.000000
282 42.840004 378.419983 114.000000
283 48.790001 353.429993 80.000000
284 247.520004 573.579956 100.000000
285 84.490005 599.760010 154.000000
286 8.330002 568.819946 132.000000
287 2.380001 5.950005 94.000000
288 152.320007 17.850002 116.000000
289 235.620010 61.880005 108.000000
290 401.030029 0.000000 102.000000
291 165.409988 184.449997 84.000000
292 97.580002 251.090012 84.000000
293 366.519958 309.399963 118.000000
294 362.950012 373.660034 198.000000
295 334.390015 346.289978 92.000000
296 40.459999 410.549988 106.000000
297 543.829956 458.149963 114.000000
298 332.010010 608.089966 80.000000
299 310.590027 592.619995 208.000000
300 371.280029 109.480011 96.000000
301 585.479980 302.260010 82.000000
302 555.729980 260.609985 106.000000
303 387.940002 462.910034 210.000000
304 368.899963 531.929993 152.000000
305 533.119995 201.110016 104.000000
306 584.289978 329.630005 92.000000
307 189.210007 64.260002 86.000000
308 195.160004 74.970001 100.000000
309 447.440002 111.860001 92.000000
310 85.680000 190.400009 212.000000
311 359.380005 238.000015 102.000000
312 361.760010 189.210007 116.000000
313 101.150009 266.559998 142.000000
314 410.549988 468.859985 104.000000
315 208.250015 608.089966 86.000000
316 216.580002 525.979980 132.000000
317 13.090004 19.040001 106.000000
318 449.820007 140.419998 120.000000
319 410.549988 270.130005 88.000000
320 414.119995 266.559998 112.000000
321 20.230003 282.030029 96.000000
322 404.599976 439.109985 112.000000
323 138.040009 480.760010 88.000000
324 140.419998 478.380005 92.000000
325 267.750000 583.099976 94.000000
326 161.839996 555.729980 144.000000
327 154.699997 608.089966 158.000000
328 402.219971 190.400009 110.000000
329 99.960007 406.979980 90.000000
330 58.310005 380.799988 122.000000
331 139.230011 478.380005 104.000000
332 157.080002 531.929993 124.000000
333 460.529968 53.550003 102.000000
334 461.719971 80.919998 96.000000
335 447.440002 111.860001 98.000000
336 48.790001 158.270004 92.000000
337 13.090004 174.929993 298.000000
338 215.389999 201.110016 100.000000
339 583.099976 333.200012 104.000000
340 332.010010 342.719971 104.000000
341 467.670044 446.250000 106.000000
342 484.329956 484.329956 152.000000
343 167.790009 396.269958 144.000000
344 224.910019 476.000000 112.000000
345 573.579956 545.020020 96.000000
346 437.920044 574.770020 110.000000
347 411.739990 65.449997 142.000000
348 598.569946 155.889999 112.000000
349 559.299988 120.190002 100.000000
350 49.980003 146.369995 128.000000
351 478.380005 179.690002 112.000000
352 518.839966 148.750000 122.000000
353 242.759995 476.000000 122.000000
354 436.729980 537.880005 122.000000
355 302.260010 512.889954 140.000000
356 268.940002 584.289978 118.000000
357 195.160004 72.590004 104.000000
358 462.910034 57.120003 102.000000
359 542.639954 80.919998 96.000000
360 540.260010 78.540001 98.000000
361 608.089966 86.870003 98.000000
362 139.230011 36.890007 166.000000
363 326.059998 105.910004 120.000000
364 370.090027 109.480011 108.000000
365 468.859985 235.620010 126.000000
366 579.529968 534.309998 112.000000
367 498.609985 608.089966 164.000000
368 533.119995 63.070000 106.000000
369 530.739990 88.060005 130.000000
370 135.660004 89.249992 112.000000
371 446.250000 109.480011 112.000000
372 443.869995 117.809998 106.000000
373 170.169998 55.930000 122.000000
374 556.919983 128.520004 136.000000
375 286.789978 149.940002 124.000000
376 608.089966 253.469986 100.000000
377 70.209999 260.609985 130.000000
378 409.359985 347.479980 126.000000
379 405.789978 385.559998 166.000000
380 562.869995 554.539978 144.000000
381 474.809998 23.800003 116.000000
382 373.660034 238.000015 112.000000
383 305.830017 266.559998 160.000000
384 349.859985 572.389954 116.000000
385 235.620010 534.309998 310.000000
386 124.949997 135.660004 270.000000
387 492.659973 253.469986 140.000000
388 550.969971 249.899979 138.000000
389 52.360001 243.949997 134.000000
390 536.690002 308.210022 180.000000
391 540.260010 381.989990 144.000000
392 308.210022 318.919983 120.000000
393 328.440002 342.719971 158.000000
394 51.170006 518.839966 128.000000
395 528.359985 57.120003 110.000000
396 524.789978 84.490005 136.000000
397 447.440002 121.380005 114.000000
398 95.199997 198.730011 158.000000
399 553.349976 260.609985 110.000000
400 411.739990 433.160034 156.000000
401 471.239990 415.309998 230.000000
402 315.349976 51.170006 116.000000
403 343.910034 108.290009 160.000000
404 289.169983 290.359985 286.000000
405 245.139999 334.390015 140.000000
406 215.389999 273.700012 144.000000
407 177.309998 326.059998 320.000000
408 160.650009 480.760010 116.000000
409 477.190002 101.150009 132.000000
410 517.649963 19.040001 112.000000
411 223.719986 60.690002 144.000000
412 266.559998 70.209999 150.000000
413 332.010010 176.119995 134.000000
414 321.299988 168.980011 122.000000
415 405.789978 214.199982 118.000000
416 378.419983 238.000015 118.000000
417 554.539978 253.469986 132.000000
418 284.410034 561.679993 182.000000
419 449.820007 581.909973 122.000000
420 479.569946 16.660000 112.000000
421 477.190002 21.420002 114.000000
422 491.469971 26.180004 128.000000
423 512.889954 8.330002 116.000000
424 323.679993 110.669998 124.000000
425 145.179993 108.290009 132.000000
426 191.589996 158.270004 210.000000
427 379.609985 145.179993 128.000000
428 471.239990 189.210007 126.000000
429 378.419983 241.569992 118.000000
430 418.880005 220.149994 146.000000
431 19.040001 332.010010 144.000000
432 202.300003 471.239990 120.000000
433 596.190002 486.709961 206.000000
434 499.799988 29.750000 138.000000
435 490.279968 27.370003 132.000000
436 138.040009 86.870003 120.000000
437 472.429993 107.099991 136.000000
438 417.690002 113.050003 180.000000
439 536.690002 381.989990 134.000000
440 397.460022 424.830017 150.000000
441 196.349991 484.329956 266.000000
442 109.480011 525.979980 114.000000
443 101.150009 573.579956 182.000000
444 232.050003 15.470005 128.000000
445 476.000000 22.610001 132.000000
446 355.809998 46.410004 136.000000
447 534.309998 451.010010 132.000000
448 349.859985 572.389954 182.000000
449 391.510010 280.840027 234.000000
450 412.929993 215.389999 148.000000
451 395.080017 291.549988 204.000000
452 268.940002 584.289978 128.000000
453 97.580002 80.919998 316.000000
454 282.030029 132.089996 128.000000
455 199.919998 217.770004 134.000000
456 151.130005 254.660019 138.000000
457 296.309998 266.559998 142.000000
458 236.809982 476.000000 122.000000
459 24.990002 483.139954 136.000000
460 179.690002 15.470005 174.000000
461 528.359985 94.009995 158.000000
462 534.309998 140.419998 156.000000
463 291.549988 314.160034 156.000000
464 33.320000 353.429993 160.000000
465 116.619995 504.559998 164.000000
466 411.739990 483.139954 196.000000
467 342.719971 0.000000 124.000000
468 408.169983 52.360001 186.000000
469 299.880005 173.739990 134.000000
470 308.210022 178.500000 130.000000
471 329.630005 180.880005 134.000000
472 61.880005 390.320007 174.000000
473 259.419983 530.739990 200.000000
474 439.109985 539.069946 142.000000
475 467.670044 572.389954 332.000000
476 460.529968 180.880005 154.000000
477 484.329956 258.229980 134.000000
478 426.020020 308.210022 160.000000
479 466.479980 397.460022 278.000000
480 274.890015 5.950005 138.000000
481 248.710007 145.179993 150.000000
482 280.840027 129.710007 184.000000
483 412.929993 141.610001 146.000000
484 371.280029 153.509995 176.000000
485 44.029999 115.429993 134.000000
486 51.170006 147.559998 150.000000
487 572.389954 414.119995 146.000000
488 39.270004 493.849976 132.000000
489 61.880005 512.889954 182.000000
490 274.890015 577.149963 188.000000
491 60.690002 285.599976 248.000000
492 190.400009 1.190002 170.000000
493 490.279968 27.370003 138.000000
494 471.239990 20.230003 144.000000
495 483.139954 86.870003 146.000000
496 123.759995 114.240005 144.000000
497 399.840027 403.410034 156.000000
498 298.690002 372.469971 168.000000
499 536.690002 415.309998 140.000000
500 105.910004 104.720001 142.000000
501 53.550003 104.720001 158.000000
502 295.119995 182.070007 140.000000
503 223.719986 199.919998 152.000000
504 49.980003 240.379990 136.000000
505 575.959961 271.320007 180.000000
506 456.959961 299.880005 180.000000
507 397.460022 531.929993 214.000000
508 362.950012 531.929993 152.000000
509 476.000000 133.279999 176.000000
510 599.760010 115.429993 172.000000
511 545.020020 139.230011 162.000000
512 49.980003 158.270004 160.000000
513 346.289978 485.520020 256.000000
514 305.830017 418.880005 258.000000
515 109.480011 471.239990 136.000000
516 168.980011 487.899963 220.000000
517 3.570004 522.409973 172.000000
518 305.830017 22.610001 176.000000
519 324.869995 0.000000 170.000000
520 396.269958 57.120003 156.000000
521 308.210022 30.940002 174.000000
522 152.320007 243.949997 166.000000
523 478.380005 345.099976 236.000000
524 509.319946 38.080002 160.000000
525 292.739990 185.639999 146.000000
526 537.880005 249.899979 166.000000
527 524.789978 251.090012 174.000000
528 261.799988 368.899963 220.000000
529 541.450012 384.369995 150.000000
530 270.130005 477.190002 170.000000
531 308.210022 480.760010 204.000000
532 46.410004 586.669983 172.000000
533 61.880005 0.000000 142.000000
534 52.360001 53.550003 208.000000
535 292.739990 193.969986 148.000000
536 439.109985 539.069946 160.000000
537 232.050003 49.980003 190.000000
538 191.589996 69.019997 164.000000
539 114.240005 316.539978 224.000000
540 238.000015 253.469986 186.000000
541 210.629990 279.649963 184.000000
542 107.099991 330.820007 178.000000
543 5.950005 307.020020 160.000000
544 163.029999 381.989990 198.000000
545 161.839996 555.729980 148.000000
546 515.270020 587.859985 312.000000
547 477.190002 33.320000 188.000000
548 424.830017 151.130005 156.000000
549 205.869995 397.460022 174.000000
550 495.039978 529.549988 194.000000
551 554.539978 496.229980 258.000000
552 564.059998 550.969971 202.000000
553 596.190002 5.950005 158.000000
554 548.589966 24.990002 148.000000
555 554.539978 46.410004 336.000000
556 496.229980 86.870003 192.000000
557 176.119995 543.829956 182.000000
558 146.369995 540.260010 316.000000
559 241.569992 152.320007 178.000000
560 307.020020 259.419983 290.000000
561 418.880005 217.770004 206.000000
562 248.710007 0.000000 212.000000
563 223.719986 147.559998 188.000000
564 561.679993 72.590004 152.000000
565 602.139954 83.300003 230.000000
566 54.739998 102.339996 280.000000
567 282.030029 197.539993 222.000000
568 547.399963 387.940002 238.000000
569 404.599976 575.959961 304.000000
570 481.950012 491.469971 224.000000
571 336.769958 540.260010 192.000000
572 411.739990 170.169998 194.000000
573 508.130005 209.440002 182.000000
574 324.869995 276.080017 178.000000
