Brain network from Boas2014 image stack via Amira HxSpatialGraph
610 610 660 box dimensions in microns
32 32 32 number of tissue points in x,y,z directions
10	outer bound distance
100	max. segment length
6		maximum number of segments per node
4870	total number of segments
SegName Type StartNode EndNode Diam   Flow[nl/min]    Hd
2414 5 4728 736 6.109234 0.000000 0.400000
2416 5 676 4731 4.876461 0.000000 0.400000
2417 5 4731 4732 4.876461 0.000000 0.400000
2418 5 4732 4733 4.876461 0.000000 0.400000
2419 5 4733 737 4.876461 0.000000 0.400000
2421 5 676 4736 4.538603 0.000000 0.400000
2422 5 4736 738 4.538603 0.000000 0.400000
2424 5 656 4739 5.651833 0.000000 0.400000
2425 5 4739 4740 5.651833 0.000000 0.400000
2426 5 4740 4741 5.651833 0.000000 0.400000
2427 5 4741 739 5.651833 0.000000 0.400000
2429 5 656 740 5.824690 0.000000 0.400000
2431 5 700 741 6.098757 0.000000 0.400000
2433 5 662 724 6.521857 0.000000 0.400000
2435 5 700 742 5.503776 0.000000 0.400000
2437 5 724 4752 5.461023 0.000000 0.400000
2438 5 4752 708 5.461023 0.000000 0.400000
2440 5 591 4755 5.447514 0.000000 0.400000
2441 5 4755 743 5.447514 0.000000 0.400000
2443 5 591 4758 7.490488 0.000000 0.400000
2444 5 4758 744 7.490488 0.000000 0.400000
2446 5 704 4761 5.467327 0.000000 0.400000
2447 5 4761 528 5.467327 0.000000 0.400000
2449 5 698 731 6.981549 0.000000 0.400000
2451 5 690 4766 6.689216 0.000000 0.400000
2452 5 4766 4767 6.689216 0.000000 0.400000
2453 5 4767 745 6.689216 0.000000 0.400000
2455 5 662 4770 5.716346 0.000000 0.400000
2456 5 4770 631 5.716346 0.000000 0.400000
2458 5 742 4773 4.744448 0.000000 0.400000
2459 5 4773 4774 4.744448 0.000000 0.400000
2460 5 4774 746 4.744448 0.000000 0.400000
2462 5 704 728 6.320297 0.000000 0.400000
2464 5 698 4779 9.159680 0.000000 0.400000
2465 5 4779 747 9.159680 0.000000 0.400000
2467 5 665 715 9.749825 0.000000 0.400000
2469 5 665 4784 18.701981 0.000000 0.400000
2470 5 4784 748 18.701981 0.000000 0.400000
2472 5 742 4787 5.103621 0.000000 0.400000
2473 5 4787 749 5.103621 0.000000 0.400000
2475 5 528 4790 6.010916 0.000000 0.400000
2476 5 4790 750 6.010916 0.000000 0.400000
2478 5 516 4793 6.469372 0.000000 0.400000
2479 5 4793 441 6.469372 0.000000 0.400000
2481 5 626 4796 4.973974 0.000000 0.400000
2482 5 4796 683 4.973974 0.000000 0.400000
2484 5 626 4799 5.771852 0.000000 0.400000
2485 5 4799 4800 5.771852 0.000000 0.400000
2486 5 4800 751 5.771852 0.000000 0.400000
2488 5 696 4803 6.308599 0.000000 0.400000
2489 5 4803 752 6.308599 0.000000 0.400000
2491 5 696 4806 11.744967 0.000000 0.400000
2492 5 4806 753 11.744967 0.000000 0.400000
2494 5 567 754 5.903884 0.000000 0.400000
2496 5 567 755 4.000000 0.000000 0.400000
2498 5 741 4813 5.502342 0.000000 0.400000
2499 5 4813 4814 5.502342 0.000000 0.400000
2500 5 4814 4815 5.502342 0.000000 0.400000
2501 5 4815 756 5.502342 0.000000 0.400000
2503 5 741 639 4.000000 0.000000 0.400000
2505 5 757 726 5.560865 0.000000 0.400000
2507 5 757 636 5.286665 0.000000 0.400000
2509 5 681 4824 5.580903 0.000000 0.400000
2510 5 4824 4825 5.580903 0.000000 0.400000
2511 5 4825 759 5.580903 0.000000 0.400000
2513 5 681 4828 5.460930 0.000000 0.400000
2514 5 4828 721 5.460930 0.000000 0.400000
2516 5 593 401 6.476547 0.000000 0.400000
2518 5 644 760 8.268986 0.000000 0.400000
2520 5 729 4835 5.687185 0.000000 0.400000
2521 5 4835 4836 5.687185 0.000000 0.400000
2522 5 4836 761 5.687185 0.000000 0.400000
2524 5 689 386 5.763585 0.000000 0.400000
2526 5 708 679 6.357826 0.000000 0.400000
2528 5 636 4843 5.290918 0.000000 0.400000
2529 5 4843 711 5.290918 0.000000 0.400000
2531 5 570 4846 5.528563 0.000000 0.400000
2532 5 4846 4847 5.528563 0.000000 0.400000
2533 5 4847 763 5.528563 0.000000 0.400000
2535 5 667 4850 5.822513 0.000000 0.400000
2536 5 4850 764 5.822513 0.000000 0.400000
2538 5 667 4853 5.763669 0.000000 0.400000
2539 5 4853 4854 5.763669 0.000000 0.400000
2540 5 4854 4855 5.763669 0.000000 0.400000
2541 5 4855 4856 5.763669 0.000000 0.400000
2542 5 4856 765 5.763669 0.000000 0.400000
2544 5 596 624 7.890098 0.000000 0.400000
2546 5 596 766 5.661256 0.000000 0.400000
2548 5 726 758 6.070902 0.000000 0.400000
2550 5 702 4865 6.761468 0.000000 0.400000
2551 5 4865 633 6.761468 0.000000 0.400000
2553 5 702 449 8.203798 0.000000 0.400000
2555 5 539 767 9.009382 0.000000 0.400000
2557 5 630 4872 5.639824 0.000000 0.400000
2558 5 4872 4873 5.639824 0.000000 0.400000
2559 5 4873 4874 5.639824 0.000000 0.400000
2560 5 4874 769 5.639824 0.000000 0.400000
2562 5 630 770 7.398573 0.000000 0.400000
2564 5 716 771 6.738574 0.000000 0.400000
2566 5 716 772 8.197776 0.000000 0.400000
2568 5 620 758 6.346658 0.000000 0.400000
2570 5 633 4885 5.969351 0.000000 0.400000
2571 5 4885 4886 5.969351 0.000000 0.400000
2572 5 4886 4887 5.969351 0.000000 0.400000
2573 5 4887 4888 5.969351 0.000000 0.400000
2574 5 4888 745 5.969351 0.000000 0.400000
2576 5 773 774 5.692314 0.000000 0.400000
2578 5 773 4893 5.800392 0.000000 0.400000
2579 5 4893 4894 5.800392 0.000000 0.400000
2580 5 4894 4895 5.800392 0.000000 0.400000
2581 5 4895 768 5.800392 0.000000 0.400000
2583 5 666 625 6.339441 0.000000 0.400000
2585 5 565 4900 6.229225 0.000000 0.400000
2586 5 4900 775 6.229225 0.000000 0.400000
2588 5 565 762 5.938663 0.000000 0.400000
2590 5 772 4905 5.313019 0.000000 0.400000
2591 5 4905 4906 5.313019 0.000000 0.400000
2592 5 4906 776 5.313019 0.000000 0.400000
2594 5 772 4909 5.656069 0.000000 0.400000
2595 5 4909 4910 5.656069 0.000000 0.400000
2596 5 4910 776 5.656069 0.000000 0.400000
2598 5 754 4913 6.073027 0.000000 0.400000
2599 5 4913 4914 6.073027 0.000000 0.400000
2600 5 4914 777 6.073027 0.000000 0.400000
2602 5 620 4917 4.000000 0.000000 0.400000
2603 5 4917 778 4.000000 0.000000 0.400000
2605 5 774 4920 6.385411 0.000000 0.400000
2606 5 4920 779 6.385411 0.000000 0.400000
2608 5 401 705 6.886268 0.000000 0.400000
2610 5 639 4925 5.970108 0.000000 0.400000
2611 5 4925 4926 5.970108 0.000000 0.400000
2612 5 4926 780 5.970108 0.000000 0.400000
2614 5 670 513 6.934395 0.000000 0.400000
2616 5 670 4931 5.504270 0.000000 0.400000
2617 5 4931 4932 5.504270 0.000000 0.400000
2618 5 4932 781 5.504270 0.000000 0.400000
2620 5 652 782 7.791212 0.000000 0.400000
2622 5 649 783 6.222431 0.000000 0.400000
2624 5 728 4939 6.285875 0.000000 0.400000
2625 5 4939 4940 6.285875 0.000000 0.400000
2626 5 4940 784 6.285875 0.000000 0.400000
2628 5 652 4943 12.916724 0.000000 0.400000
2629 5 4943 4944 12.916724 0.000000 0.400000
2630 5 4944 785 12.916724 0.000000 0.400000
2632 5 786 4947 5.441723 0.000000 0.400000
2633 5 4947 787 5.441723 0.000000 0.400000
2635 5 755 788 4.000000 0.000000 0.400000
2637 5 701 4952 6.662350 0.000000 0.400000
2638 5 4952 789 6.662350 0.000000 0.400000
2640 5 701 790 14.635396 0.000000 0.400000
2642 5 649 4957 6.400280 0.000000 0.400000
2643 5 4957 791 6.400280 0.000000 0.400000
2645 5 449 749 6.049052 0.000000 0.400000
2647 5 783 4962 5.564174 0.000000 0.400000
2648 5 4962 4963 5.564174 0.000000 0.400000
2649 5 4963 792 5.564174 0.000000 0.400000
2651 5 793 4966 5.491001 0.000000 0.400000
2652 5 4966 4967 5.491001 0.000000 0.400000
2653 5 4967 4968 5.491001 0.000000 0.400000
2654 5 4968 794 5.491001 0.000000 0.400000
2656 5 793 599 7.443927 0.000000 0.400000
2658 5 793 795 7.019956 0.000000 0.400000
2660 5 679 797 9.886369 0.000000 0.400000
2662 5 679 798 7.973391 0.000000 0.400000
2664 5 783 799 5.559867 0.000000 0.400000
2666 5 523 800 6.507917 0.000000 0.400000
2668 5 711 801 6.499108 0.000000 0.400000
2670 5 523 4985 6.047973 0.000000 0.400000
2671 5 4985 4986 6.047973 0.000000 0.400000
2672 5 4986 4987 6.047973 0.000000 0.400000
2673 5 4987 802 6.047973 0.000000 0.400000
2675 5 568 4990 6.303207 0.000000 0.400000
2676 5 4990 801 6.303207 0.000000 0.400000
2678 5 568 779 10.094750 0.000000 0.400000
2680 5 686 803 8.960507 0.000000 0.400000
2682 5 686 804 12.970722 0.000000 0.400000
2684 5 692 805 12.718924 0.000000 0.400000
2686 5 599 807 11.144807 0.000000 0.400000
2688 5 634 5003 6.543312 0.000000 0.400000
2689 5 5003 404 6.543312 0.000000 0.400000
2691 5 634 575 7.097195 0.000000 0.400000
2693 5 766 796 6.819394 0.000000 0.400000
2695 5 717 5010 6.158335 0.000000 0.400000
2696 5 5010 788 6.158335 0.000000 0.400000
2698 5 788 808 5.189425 0.000000 0.400000
2700 5 712 5015 5.730880 0.000000 0.400000
2701 5 5015 763 5.730880 0.000000 0.400000
2703 5 712 5018 5.677083 0.000000 0.400000
2704 5 5018 5019 5.677083 0.000000 0.400000
2705 5 5019 5020 5.677083 0.000000 0.400000
2706 5 5020 809 5.677083 0.000000 0.400000
2708 5 760 810 7.626022 0.000000 0.400000
2710 5 768 551 6.861805 0.000000 0.400000
2712 5 623 811 4.553029 0.000000 0.400000
2714 5 766 5029 6.458714 0.000000 0.400000
2715 5 5029 812 6.458714 0.000000 0.400000
2717 5 717 813 12.120923 0.000000 0.400000
2719 5 782 814 10.101427 0.000000 0.400000
2721 5 782 815 9.320779 0.000000 0.400000
2723 5 770 5038 6.278712 0.000000 0.400000
2724 5 5038 5039 6.278712 0.000000 0.400000
2725 5 5039 816 6.278712 0.000000 0.400000
2727 5 770 5042 5.166871 0.000000 0.400000
2728 5 5042 817 5.166871 0.000000 0.400000
2730 5 706 5045 6.185791 0.000000 0.400000
2731 5 5045 818 6.185791 0.000000 0.400000
2733 5 683 819 6.041091 0.000000 0.400000
2735 5 705 479 6.044490 0.000000 0.400000
2737 5 811 814 7.766767 0.000000 0.400000
2739 5 771 5054 5.103379 0.000000 0.400000
2740 5 5054 5055 5.103379 0.000000 0.400000
2741 5 5055 668 5.103379 0.000000 0.400000
2743 5 631 820 6.298236 0.000000 0.400000
2745 5 808 5060 5.936804 0.000000 0.400000
2746 5 5060 5061 5.936804 0.000000 0.400000
2747 5 5061 5062 5.936804 0.000000 0.400000
2748 5 5062 719 5.936804 0.000000 0.400000
2750 5 798 5065 6.062693 0.000000 0.400000
2751 5 5065 821 6.062693 0.000000 0.400000
2753 5 798 822 7.195313 0.000000 0.400000
2755 5 746 5070 5.438323 0.000000 0.400000
2756 5 5070 642 5.438323 0.000000 0.400000
2758 5 491 5073 5.635862 0.000000 0.400000
2759 5 5073 5074 5.635862 0.000000 0.400000
2760 5 5074 799 5.635862 0.000000 0.400000
2762 5 491 795 6.128177 0.000000 0.400000
2764 5 767 823 5.283964 0.000000 0.400000
2766 5 767 824 9.612977 0.000000 0.400000
2768 5 771 825 7.012950 0.000000 0.400000
2770 5 808 820 5.892505 0.000000 0.400000
2772 5 746 5087 5.182549 0.000000 0.400000
2773 5 5087 740 5.182549 0.000000 0.400000
2775 5 826 5090 4.512202 0.000000 0.400000
2776 5 5090 632 4.512202 0.000000 0.400000
2778 5 609 5093 5.623486 0.000000 0.400000
2779 5 5093 5094 5.623486 0.000000 0.400000
2780 5 5094 827 5.623486 0.000000 0.400000
2782 5 609 828 7.805367 0.000000 0.400000
2784 5 779 5099 7.455241 0.000000 0.400000
2785 5 5099 829 7.455241 0.000000 0.400000
2787 5 616 654 5.594836 0.000000 0.400000
2789 5 616 5104 5.306128 0.000000 0.400000
2790 5 5104 830 5.306128 0.000000 0.400000
2792 5 814 5107 6.161410 0.000000 0.400000
2793 5 5107 831 6.161410 0.000000 0.400000
2795 5 819 812 5.348484 0.000000 0.400000
2797 5 823 833 4.000000 0.000000 0.400000
2799 5 795 5114 5.313436 0.000000 0.400000
2800 5 5114 5115 5.313436 0.000000 0.400000
2801 5 5115 834 5.313436 0.000000 0.400000
2803 5 807 806 10.649666 0.000000 0.400000
2805 5 610 835 7.404607 0.000000 0.400000
2807 5 815 5122 4.852998 0.000000 0.400000
2808 5 5122 787 4.852998 0.000000 0.400000
2810 5 815 5125 5.522120 0.000000 0.400000
2811 5 5125 836 5.522120 0.000000 0.400000
2813 5 694 5128 7.472948 0.000000 0.400000
2814 5 5128 832 7.472948 0.000000 0.400000
2816 5 694 812 9.450349 0.000000 0.400000
2818 5 825 5133 5.457808 0.000000 0.400000
2819 5 5133 837 5.457808 0.000000 0.400000
2821 5 825 5136 4.884541 0.000000 0.400000
2822 5 5136 5137 4.884541 0.000000 0.400000
2823 5 5137 838 4.884541 0.000000 0.400000
2825 5 819 5140 4.307931 0.000000 0.400000
2826 5 5140 753 4.307931 0.000000 0.400000
2828 5 669 839 11.999455 0.000000 0.400000
2830 5 669 5145 6.519985 0.000000 0.400000
2831 5 5145 840 6.519985 0.000000 0.400000
2833 5 710 841 7.189689 0.000000 0.400000
2835 5 710 5150 6.138432 0.000000 0.400000
2836 5 5150 842 6.138432 0.000000 0.400000
2838 5 799 833 5.137977 0.000000 0.400000
2840 5 642 843 8.763828 0.000000 0.400000
2842 5 824 844 9.971670 0.000000 0.400000
2844 5 824 5159 6.051823 0.000000 0.400000
2845 5 5159 845 6.051823 0.000000 0.400000
2847 5 513 847 8.499866 0.000000 0.400000
2849 5 723 848 5.985199 0.000000 0.400000
2851 5 723 5166 5.520286 0.000000 0.400000
2852 5 5166 5167 5.520286 0.000000 0.400000
2853 5 5167 849 5.520286 0.000000 0.400000
2855 5 740 5170 5.447469 0.000000 0.400000
2856 5 5170 850 5.447469 0.000000 0.400000
2858 5 514 5173 21.433683 0.000000 0.400000
2859 5 5173 5174 21.433683 0.000000 0.400000
2860 5 5174 5175 21.433683 0.000000 0.400000
2861 5 5175 851 21.433683 0.000000 0.400000
2863 5 576 828 5.770420 0.000000 0.400000
2865 5 576 682 5.678425 0.000000 0.400000
2867 5 846 5182 6.003558 0.000000 0.400000
2868 5 5182 5183 6.003558 0.000000 0.400000
2869 5 5183 852 6.003558 0.000000 0.400000
2871 5 722 5186 4.727337 0.000000 0.400000
2872 5 5186 853 4.727337 0.000000 0.400000
2874 5 854 5189 4.911722 0.000000 0.400000
2875 5 5189 691 4.911722 0.000000 0.400000
2877 5 806 5192 12.058420 0.000000 0.400000
2878 5 5192 5193 12.058420 0.000000 0.400000
2879 5 5193 855 12.058420 0.000000 0.400000
2881 5 551 856 8.346342 0.000000 0.400000
2883 5 764 5198 5.639628 0.000000 0.400000
2884 5 5198 837 5.639628 0.000000 0.400000
2886 5 820 5201 6.271847 0.000000 0.400000
2887 5 5201 663 6.271847 0.000000 0.400000
2889 5 682 5204 6.222079 0.000000 0.400000
2890 5 5204 5205 6.222079 0.000000 0.400000
2891 5 5205 5206 6.222079 0.000000 0.400000
2892 5 5206 5207 6.222079 0.000000 0.400000
2893 5 5207 858 6.222079 0.000000 0.400000
2895 5 625 860 6.709609 0.000000 0.400000
2897 5 813 5212 4.857038 0.000000 0.400000
2898 5 5212 5213 4.857038 0.000000 0.400000
2899 5 5213 861 4.857038 0.000000 0.400000
2901 5 813 862 11.128810 0.000000 0.400000
2903 5 822 5218 4.815156 0.000000 0.400000
2904 5 5218 5219 4.815156 0.000000 0.400000
2905 5 5219 718 4.815156 0.000000 0.400000
2907 5 822 725 6.478245 0.000000 0.400000
2909 5 632 857 5.074598 0.000000 0.400000
2911 5 703 743 6.158874 0.000000 0.400000
2913 5 703 863 6.393953 0.000000 0.400000
2915 5 575 864 8.521608 0.000000 0.400000
2917 5 835 794 7.998909 0.000000 0.400000
2919 5 835 865 6.172979 0.000000 0.400000
2921 5 803 868 7.229878 0.000000 0.400000
2923 5 869 5238 16.431311 0.000000 0.400000
2924 5 5238 5239 16.431311 0.000000 0.400000
2925 5 5239 5240 16.431311 0.000000 0.400000
2926 5 5240 5241 16.431311 0.000000 0.400000
2927 5 5241 870 16.431311 0.000000 0.400000
2929 5 661 5244 6.042540 0.000000 0.400000
2930 5 5244 5245 6.042540 0.000000 0.400000
2931 5 5245 673 6.042540 0.000000 0.400000
2933 5 848 5248 4.419972 0.000000 0.400000
2934 5 5248 5249 4.419972 0.000000 0.400000
2935 5 5249 871 4.419972 0.000000 0.400000
2937 5 749 5252 5.542774 0.000000 0.400000
2938 5 5252 827 5.542774 0.000000 0.400000
2940 5 810 5255 7.080713 0.000000 0.400000
2941 5 5255 872 7.080713 0.000000 0.400000
2943 5 810 873 6.090282 0.000000 0.400000
2945 5 441 5260 7.062679 0.000000 0.400000
2946 5 5260 874 7.062679 0.000000 0.400000
2948 5 868 5263 6.075093 0.000000 0.400000
2949 5 5263 5264 6.075093 0.000000 0.400000
2950 5 5264 5265 6.075093 0.000000 0.400000
2951 5 5265 5266 6.075093 0.000000 0.400000
2952 5 5266 875 6.075093 0.000000 0.400000
2954 5 868 5269 5.902718 0.000000 0.400000
2955 5 5269 876 5.902718 0.000000 0.400000
2957 5 803 878 8.090900 0.000000 0.400000
2959 5 828 879 8.292199 0.000000 0.400000
2961 5 804 5276 5.623048 0.000000 0.400000
2962 5 5276 880 5.623048 0.000000 0.400000
2964 5 804 881 13.336278 0.000000 0.400000
2966 5 386 5281 4.795447 0.000000 0.400000
2967 5 5281 882 4.795447 0.000000 0.400000
2969 5 841 839 7.331626 0.000000 0.400000
2971 5 841 5286 5.487282 0.000000 0.400000
2972 5 5286 5287 5.487282 0.000000 0.400000
2973 5 5287 883 5.487282 0.000000 0.400000
2975 5 789 5290 5.318584 0.000000 0.400000
2976 5 5290 5291 5.318584 0.000000 0.400000
2977 5 5291 672 5.318584 0.000000 0.400000
2979 5 709 5294 6.114212 0.000000 0.400000
2980 5 5294 777 6.114212 0.000000 0.400000
2982 5 709 884 5.579415 0.000000 0.400000
2984 5 651 886 8.805262 0.000000 0.400000
2986 5 651 887 7.497261 0.000000 0.400000
2988 5 645 888 6.797804 0.000000 0.400000
2990 5 789 5305 4.827647 0.000000 0.400000
2991 5 5305 889 4.827647 0.000000 0.400000
2993 5 743 5308 6.814883 0.000000 0.400000
2994 5 5308 890 6.814883 0.000000 0.400000
2996 5 891 747 6.127326 0.000000 0.400000
2998 5 891 5313 5.354149 0.000000 0.400000
2999 5 5313 892 5.354149 0.000000 0.400000
3001 5 891 5316 4.994200 0.000000 0.400000
3002 5 5316 5317 4.994200 0.000000 0.400000
3003 5 5317 893 4.994200 0.000000 0.400000
3005 5 747 894 10.517631 0.000000 0.400000
3007 5 752 5322 5.907640 0.000000 0.400000
3008 5 5322 5323 5.907640 0.000000 0.400000
3009 5 5323 5324 5.907640 0.000000 0.400000
3010 5 5324 5325 5.907640 0.000000 0.400000
3011 5 5325 5326 5.907640 0.000000 0.400000
3012 5 5326 895 5.907640 0.000000 0.400000
3014 5 752 5329 5.811580 0.000000 0.400000
3015 5 5329 896 5.811580 0.000000 0.400000
3017 5 839 897 13.457458 0.000000 0.400000
3019 5 844 5334 6.187960 0.000000 0.400000
3020 5 5334 898 6.187960 0.000000 0.400000
3022 5 844 5337 7.183873 0.000000 0.400000
3023 5 5337 899 7.183873 0.000000 0.400000
3025 5 801 900 7.426404 0.000000 0.400000
3027 5 794 901 10.486853 0.000000 0.400000
3029 5 753 902 11.041281 0.000000 0.400000
3031 5 790 884 7.235657 0.000000 0.400000
3033 5 790 903 14.324533 0.000000 0.400000
3035 5 886 5350 6.078730 0.000000 0.400000
3036 5 5350 5351 6.078730 0.000000 0.400000
3037 5 5351 5352 6.078730 0.000000 0.400000
3038 5 5352 904 6.078730 0.000000 0.400000
3040 5 867 905 5.792263 0.000000 0.400000
3042 5 867 859 4.000000 0.000000 0.400000
3044 5 856 5359 5.981102 0.000000 0.400000
3045 5 5359 892 5.981102 0.000000 0.400000
3047 5 856 906 6.849391 0.000000 0.400000
3049 5 805 5364 12.935295 0.000000 0.400000
3050 5 5364 907 12.935295 0.000000 0.400000
3052 5 671 748 7.859191 0.000000 0.400000
3054 5 671 5369 6.004203 0.000000 0.400000
3055 5 5369 5370 6.004203 0.000000 0.400000
3056 5 5370 908 6.004203 0.000000 0.400000
3058 5 581 5373 8.935139 0.000000 0.400000
3059 5 5373 909 8.935139 0.000000 0.400000
3061 5 581 910 9.828821 0.000000 0.400000
3063 5 911 5378 5.009545 0.000000 0.400000
3064 5 5378 5379 5.009545 0.000000 0.400000
3065 5 5379 912 5.009545 0.000000 0.400000
3067 5 800 913 6.282667 0.000000 0.400000
3069 5 800 5384 5.596963 0.000000 0.400000
3070 5 5384 5385 5.596963 0.000000 0.400000
3071 5 5385 900 5.596963 0.000000 0.400000
3073 5 479 5388 7.460661 0.000000 0.400000
3074 5 5388 914 7.460661 0.000000 0.400000
3076 5 886 915 9.575132 0.000000 0.400000
3078 5 866 847 5.687877 0.000000 0.400000
3080 5 866 905 7.404423 0.000000 0.400000
3082 5 859 880 4.000000 0.000000 0.400000
3084 5 916 5399 6.392395 0.000000 0.400000
3085 5 5399 5400 6.392395 0.000000 0.400000
3086 5 5400 736 6.392395 0.000000 0.400000
3088 5 566 611 6.133095 0.000000 0.400000
3090 5 566 5405 4.813692 0.000000 0.400000
3091 5 5405 917 4.813692 0.000000 0.400000
3093 5 901 918 5.638283 0.000000 0.400000
3095 5 901 5410 6.401417 0.000000 0.400000
3096 5 5410 5411 6.401417 0.000000 0.400000
3097 5 5411 5412 6.401417 0.000000 0.400000
3098 5 5412 919 6.401417 0.000000 0.400000
3100 5 873 5415 4.000000 0.000000 0.400000
3101 5 5415 5416 4.000000 0.000000 0.400000
3102 5 5416 5417 4.000000 0.000000 0.400000
3103 5 5417 920 4.000000 0.000000 0.400000
3105 5 880 921 5.786754 0.000000 0.400000
3107 5 748 922 17.821838 0.000000 0.400000
3109 5 775 5424 6.658255 0.000000 0.400000
3110 5 5424 923 6.658255 0.000000 0.400000
3112 5 797 5427 5.573014 0.000000 0.400000
3113 5 5427 925 5.573014 0.000000 0.400000
3115 5 797 926 9.451706 0.000000 0.400000
3117 5 725 927 6.210663 0.000000 0.400000
3119 5 654 5434 6.117559 0.000000 0.400000
3120 5 5434 928 6.117559 0.000000 0.400000
3122 5 720 5437 4.402860 0.000000 0.400000
3123 5 5437 5438 4.402860 0.000000 0.400000
3124 5 5438 840 4.402860 0.000000 0.400000
3126 5 720 929 6.019259 0.000000 0.400000
3128 5 727 930 4.235044 0.000000 0.400000
3130 5 727 5445 5.655914 0.000000 0.400000
3131 5 5445 931 5.655914 0.000000 0.400000
3133 5 840 5448 4.705403 0.000000 0.400000
3134 5 5448 5449 4.705403 0.000000 0.400000
3135 5 5449 932 4.705403 0.000000 0.400000
3137 5 404 560 5.957257 0.000000 0.400000
3139 5 654 933 6.361407 0.000000 0.400000
3141 5 924 5456 5.703093 0.000000 0.400000
3142 5 5456 5457 5.703093 0.000000 0.400000
3143 5 5457 5458 5.703093 0.000000 0.400000
3144 5 5458 934 5.703093 0.000000 0.400000
3146 5 924 818 9.467105 0.000000 0.400000
3148 5 864 5463 6.140958 0.000000 0.400000
3149 5 5463 5464 6.140958 0.000000 0.400000
3150 5 5464 5465 6.140958 0.000000 0.400000
3151 5 5465 935 6.140958 0.000000 0.400000
3153 5 864 5468 8.022909 0.000000 0.400000
3154 5 5468 936 8.022909 0.000000 0.400000
3156 5 643 750 8.659188 0.000000 0.400000
3158 5 560 938 10.057175 0.000000 0.400000
3160 5 691 939 5.990685 0.000000 0.400000
3162 5 721 5477 6.716576 0.000000 0.400000
3163 5 5477 5478 6.716576 0.000000 0.400000
3164 5 5478 940 6.716576 0.000000 0.400000
3166 5 887 5481 4.000000 0.000000 0.400000
3167 5 5481 655 4.000000 0.000000 0.400000
3169 5 887 5484 4.246601 0.000000 0.400000
3170 5 5484 941 4.246601 0.000000 0.400000
3172 5 606 5487 6.764324 0.000000 0.400000
3173 5 5487 882 6.764324 0.000000 0.400000
3175 5 843 942 6.475758 0.000000 0.400000
3177 5 680 879 6.160750 0.000000 0.400000
3179 5 680 759 5.956341 0.000000 0.400000
3181 5 918 5496 4.913434 0.000000 0.400000
3182 5 5496 5497 4.913434 0.000000 0.400000
3183 5 5497 943 4.913434 0.000000 0.400000
3185 5 918 5500 4.000000 0.000000 0.400000
3186 5 5500 5501 4.000000 0.000000 0.400000
3187 5 5501 845 4.000000 0.000000 0.400000
3189 5 847 5504 8.049320 0.000000 0.400000
3190 5 5504 852 8.049320 0.000000 0.400000
3192 5 894 944 6.302285 0.000000 0.400000
3194 5 894 945 9.807687 0.000000 0.400000
3196 5 857 929 6.347554 0.000000 0.400000
3198 5 884 5513 4.980369 0.000000 0.400000
3199 5 5513 5514 4.980369 0.000000 0.400000
3200 5 5514 5515 4.980369 0.000000 0.400000
3201 5 5515 946 4.980369 0.000000 0.400000
3203 5 791 5518 6.286338 0.000000 0.400000
3204 5 5518 5519 6.286338 0.000000 0.400000
3205 5 5519 5520 6.286338 0.000000 0.400000
3206 5 5520 947 6.286338 0.000000 0.400000
3208 5 791 5523 5.102928 0.000000 0.400000
3209 5 5523 648 5.102928 0.000000 0.400000
3211 5 778 942 6.411810 0.000000 0.400000
3213 5 778 948 5.741240 0.000000 0.400000
3215 5 843 5530 8.942370 0.000000 0.400000
3216 5 5530 949 8.942370 0.000000 0.400000
3218 5 913 5533 5.679828 0.000000 0.400000
3219 5 5533 950 5.679828 0.000000 0.400000
3221 5 913 5536 5.656663 0.000000 0.400000
3222 5 5536 5537 5.656663 0.000000 0.400000
3223 5 5537 951 5.656663 0.000000 0.400000
3225 5 879 5540 6.180602 0.000000 0.400000
3226 5 5540 952 6.180602 0.000000 0.400000
3228 5 878 5543 5.197733 0.000000 0.400000
3229 5 5543 953 5.197733 0.000000 0.400000
3231 5 878 5546 8.113377 0.000000 0.400000
3232 5 5546 954 8.113377 0.000000 0.400000
3234 5 888 738 5.796247 0.000000 0.400000
3236 5 738 955 5.370495 0.000000 0.400000
3238 5 818 817 7.023331 0.000000 0.400000
3240 5 611 734 6.698014 0.000000 0.400000
3242 5 902 5557 6.214637 0.000000 0.400000
3243 5 5557 5558 6.214637 0.000000 0.400000
3244 5 5558 956 6.214637 0.000000 0.400000
3246 5 902 5561 10.898518 0.000000 0.400000
3247 5 5561 957 10.898518 0.000000 0.400000
3249 5 663 5564 6.584879 0.000000 0.400000
3250 5 5564 5565 6.584879 0.000000 0.400000
3251 5 5565 958 6.584879 0.000000 0.400000
3253 5 337 5568 4.000000 0.000000 0.400000
3254 5 5568 959 4.000000 0.000000 0.400000
3256 5 910 5571 5.532080 0.000000 0.400000
3257 5 5571 877 5.532080 0.000000 0.400000
3259 5 910 960 10.153212 0.000000 0.400000
3261 5 860 673 6.508567 0.000000 0.400000
3263 5 860 5578 6.330727 0.000000 0.400000
3264 5 5578 961 6.330727 0.000000 0.400000
3266 5 938 5581 6.241465 0.000000 0.400000
3267 5 5581 962 6.241465 0.000000 0.400000
3269 5 938 5584 6.848169 0.000000 0.400000
3270 5 5584 5585 6.848169 0.000000 0.400000
3271 5 5585 963 6.848169 0.000000 0.400000
3273 5 865 964 5.783526 0.000000 0.400000
